2.62;2038.172;278618.18;136700;136600;136500;ЧЕЛНЫ;Круг Ст40Х;310мм;3гп;ГОСТ4543-2016, ТУ14-1-2118-98;Круг;3.44;
4.21;326.050;26687.23;79850;79850;79850;РОСТОВ;Круг ст30ХГСА;95мм;;ГОСТ 2590-2006,4543-2016 2ГП;Круг;5.86;
5.15;336.622;27229.35;79890;79890;79890;ИЖЕВСК;Круг ст30ХГСА;95мм;;ГОСТ 2590-2006,4543-2016 2ГП;Круг;6.05;
6.22;326.607;26242.86;78850;78850;78850;ВОРОНЕЖ;Круг ст30ХГСА;95мм;;ГОСТ 2590-2006,4543-2016 2ГП;Круг;5.87;
0.06;61.760;4026.78;62200;62100;62000;УГЛИ;Круг Ст3;95мм;3ГП;ГОСТ2590,535/ТУ14-1-5228-93;Круг;1.11;
1.66;334.953;21503.97;62200;62100;62000;УГЛИ;Круг Ст3;95мм;;ГОСТ2590,535/ТУ14-1-5228-93;Круг;6.02;
9.58;326.607;20641.55;62200;62100;62000;СТАРЫЙ ОСКОЛ;Круг Ст3;95мм;;ГОСТ2590,535/ТУ14-1-5228-93;Круг;5.87;
0.45;335.509;22042.95;64200;64100;64000;ОРЕЛ;Круг Ст3;95мм;;ГОСТ2590,535/ТУ14-1-5228-93;Круг;6.03;
7.70;325.003;20702.67;62200;62100;62000;ЛОБНЯ;Круг Ст3;95мм;;ГОСТ2590,535/ТУ14-1-5228-93;Круг;5.85;
1.99;331.666;21458.78;64200;64100;64000;КИРОВ;Круг Ст3;95мм;;ГОСТ2590,535/ТУ14-1-5228-93;Круг;6.02;
0.01;2217.783;292969.08;132100;132000;131900;ВОЛГОГРАД;Круг Ст45;310мм.;3ГП;ТУ14-1-2118-98 ГОСТ1050-88 3ГП;Круг;3.74;
4.54;2761.003;368870.05;133600;133500;133400;ВОРОНЕЖ;Круг Ст45;310мм.;3ГП;ТУ14-1-2118-98 ГОСТ1050-88 3ГП;Круг;4.66;
11.18;2944.675;397825.63;135100;135000;134900;ИЖЕВСК;Круг Ст45;310мм.;3ГП;ТУ14-1-2118-98 ГОСТ1050-88 3ГП;Круг;4.97;
4.85;3038.693;401411.38;132100;132000;131900;КАЗАНЬ;Круг Ст45;310мм.;3ГП;ТУ14-1-2118-98 ГОСТ1050-88 3ГП;Круг;5.17;
4.76;2636.580;352247.15;133600;133500;133400;ЛИПЕЦК;Круг Ст45;310мм.;3ГП;ТУ14-1-2118-98 ГОСТ1050-88 3ГП;Круг;4.45;
5.10;335.509;21875.20;64200;64100;64000;ИЖЕВСК;Круг Ст20;95мм;;ГОСТ2590,1050/ТУ14-1-5228-93;Круг;6.03;
3.41;2790.501;391228.20;140200;140100;140000;БЕЛГОРОД_КРЕЙДА;Круг Ст40Х;320мм;3гп;ГОСТ4543-2016, ТУ14-1-2118-98;Круг;4.42;
7.40;2748.482;371594.79;135200;135100;135000;ВОЛГОГРАД;Круг Ст40Х;320мм;3гп;ГОСТ4543-2016, ТУ14-1-2118-98;Круг;4.35;
3.54;2790.501;381461.45;136700;136600;136500;ВОРОНЕЖ;Круг Ст40Х;320мм;3гп;ГОСТ4543-2016, ТУ14-1-2118-98;Круг;4.42;
17.29;2758.934;377146.26;136700;136600;136500;ИЖЕВСК;Круг Ст40Х;320мм;3гп;ГОСТ4543-2016, ТУ14-1-2118-98;Круг;4.37;
5.13;2676.860;365926.82;136700;136600;136500;КАЗАНЬ;Круг Ст40Х;320мм;3гп;ГОСТ4543-2016, ТУ14-1-2118-98;Круг;4.24;
1.07;2687.500;371412.44;138200;138100;138000;КИРОВ;Круг Ст40Х;320мм;3гп;ГОСТ4543-2016, ТУ14-1-2118-98;Круг;4.27;
4.79;2638.980;360748.61;136700;136600;136500;ЛИПЕЦК;Круг Ст40Х;320мм;3гп;ГОСТ4543-2016, ТУ14-1-2118-98;Круг;4.18;
18.22;2809.441;379836.38;135200;135100;135000;ЛОБНЯ;Круг Ст40Х;320мм;3гп;ГОСТ4543-2016, ТУ14-1-2118-98;Круг;4.45;
5.78;2948.334;405985.65;137700;137600;137500;НИЖНИЙ;Круг Ст40Х;320мм;3гп;ГОСТ4543-2016, ТУ14-1-2118-98;Круг;4.67;
4.43;2752.621;377659.55;137200;137100;137000;ПЕНЗА;Круг Ст40Х;320мм;3гп;ГОСТ4543-2016, ТУ14-1-2118-98;Круг;4.36;
9.03;2790.501;382856.70;137200;137100;137000;РОСТОВ;Круг Ст40Х;320мм;3гп;ГОСТ4543-2016, ТУ14-1-2118-98;Круг;4.42;
9.19;2726.734;372744.59;136700;136600;136500;САМАРА;Круг Ст40Х;320мм;3гп;ГОСТ4543-2016, ТУ14-1-2118-98;Круг;4.31;
5.52;2954.648;406855.00;137700;137600;137500;ТИТАРОВКА;Круг Ст40Х;320мм;3гп;ГОСТ4543-2016, ТУ14-1-2118-98;Круг;4.68;
40.64;2771.561;374714.99;135200;135100;135000;УГЛИ;Круг Ст40Х;320мм;3гп;ГОСТ4543-2016, ТУ14-1-2118-98;Круг;4.39;
2.28;1933.440;264301.25;136700;136600;136500;УЛЬЯНОВСК;Круг Ст40Х;320мм;3гп;ГОСТ4543-2016, ТУ14-1-2118-98;Круг;3.04;
5.46;2708.427;370241.98;136700;136600;136500;ЧЕЛНЫ;Круг Ст40Х;320мм;3гп;ГОСТ4543-2016, ТУ14-1-2118-98;Круг;4.29;
3.02;336.066;22079.51;64200;64100;64000;ВОРОНЕЖ;Круг Ст20;95мм;;ГОСТ2590,1050/ТУ14-1-5228-93;Круг;6.04;
3.08;336.066;22314.76;65200;65100;65000;ВОЛГОГРАД;Круг Ст20;95мм;;ГОСТ2590,1050/ТУ14-1-5228-93;Круг;6.04;
3.45;328.276;25241.14;75890;75890;75890;ЧЕЛЯБИНСК;Круг ст18ХГТ;95мм;;ГОСТ 2590-2006 4543-2016 2ГП;Круг;5.9;
3.39;328.276;24912.87;73890;73890;73890;УГЛИ;Круг ст18ХГТ;95мм;;ГОСТ 2590-2006 4543-2016 2ГП;Круг;5.9;
0.85;290.441;23493.76;78890;78890;78890;САМАРА;Круг ст18ХГТ;95мм;;ГОСТ 2590-2006 4543-2016 2ГП;Круг;5.22;
13.63;336.622;27565.98;80890;80890;80890;ИЖЕВСК;Круг ст18ХГТ;95мм;;ГОСТ 2590-2006 4543-2016 2ГП;Круг;6.05;
2.90;2512.256;336893.48;134100;134000;133900;БЕЛГОРОД_КРЕЙДА;Круг Ст45;320мм.;3ГП;ТУ14-1-2118-98 ГОСТ1050-88 3ГП;Круг;3.98;
2.11;1333.962;176216.38;132100;132000;131900;ВОЛГОГРАД;Круг Ст45;320мм.;3ГП;ТУ14-1-2118-98 ГОСТ1050-88 3ГП;Круг;2.1;
0.16;119.932;16322.72;133600;133500;133400;ВОРОНЕЖ;Круг Ст45;320мм.;3ГП;ТУ14-1-2118-98 ГОСТ1050-88 3ГП;Круг;0.19;
8.58;2802.617;378633.53;135100;135000;134900;ИЖЕВСК;Круг Ст45;320мм.;3ГП;ТУ14-1-2118-98 ГОСТ1050-88 3ГП;Круг;4.44;
9.48;2928.861;386902.51;132100;132000;131900;КАЗАНЬ;Круг Ст45;320мм.;3ГП;ТУ14-1-2118-98 ГОСТ1050-88 3ГП;Круг;4.64;
6.89;2736.502;369701.43;135100;135000;134900;КИРОВ;Круг Ст45;320мм.;3ГП;ТУ14-1-2118-98 ГОСТ1050-88 3ГП;Круг;4.39;
3.75;2802.617;374429.60;133600;133500;133400;ЛИПЕЦК;Круг Ст45;320мм.;3ГП;ТУ14-1-2118-98 ГОСТ1050-88 3ГП;Круг;4.44;
13.27;2752.119;363554.95;132100;132000;131900;ЛОБНЯ;Круг Ст45;320мм.;3ГП;ТУ14-1-2118-98 ГОСТ1050-88 3ГП;Круг;4.36;
15.93;2777.368;376611.10;135600;135500;135400;ПИТЕР_ФОРНОСОВО;Круг Ст20;320мм.;;ТУ14-1-2118-98 ГОСТ1050-88 ЗГП;Круг;4.4;
7.22;2815.375;376134.09;133600;133500;133400;САМАРА;Круг Ст20;320мм.;;ТУ14-1-2118-98 ГОСТ1050-88 ЗГП;Круг;4.41;
5.34;2707.934;354197.74;130800;130700;130500;САРАТОВ;Круг Ст20;320мм.;;ТУ14-1-2118-98 ГОСТ1050-88 ЗГП;Круг;4.29;
14.78;2979.358;393573.24;132100;132000;131900;УГЛИ;Круг Ст20;320мм.;;ТУ14-1-2118-98 ГОСТ1050-88 ЗГП;Круг;4.72;
1.83;1829.200;245295.75;134100;134000;133900;УЛЬЯНОВСК;Круг Ст20;320мм.;;ТУ14-1-2118-98 ГОСТ1050-88 ЗГП;Круг;2.87;
8.44;325.494;22686.93;68200;68100;68000;САМАРА;Круг Ст20Х;95мм;;ГОСТ2590,4543/ТУ14-1-5228-93;Круг;5.85;
0.19;195.998;18521.78;94500;94500;94500;ИЖЕВСК;Круг Ст20;320мм.;3ГП;А;Круг;0.275;
0.30;297.219;41224.29;136700;136600;136500;КАЗАНЬ;Круг Ст20х;320мм.;3гр;ТУ14-1-2118-98;Круг;0.47;
10.47;2640.771;357032.24;135200;135100;135000;УГЛИ;Круг Ст20х;320мм.;3гр;ТУ14-1-2118-98;Круг;4.2;
2.55;335.509;23217.24;68200;68100;68000;ИЖЕВСК;Круг Ст20Х;95мм;;ГОСТ2590,4543/ТУ14-1-5228-93;Круг;6.03;
6.10;336.622;22116.07;64200;64100;64000;САРАТОВ;Круг Ст20;95мм;3ГП;ГОСТ2590,1050/ТУ14-1-5228-93;Круг;6.05;
0.03;33.940;2331.71;64200;64100;64000;НИЖНИЙ;Круг Ст20;95мм;3ГП;ГОСТ2590,1050/ТУ14-1-5228-93;Круг;0.61;
0.63;336.622;22284.38;65200;65100;65000;ЧЕЛНЫ;Круг Ст20;95мм;;ГОСТ2590,1050/ТУ14-1-5228-93;Круг;6.05;
9.15;322.712;20718.11;62200;62100;62000;УГЛИ;Круг Ст20;95мм;;ГОСТ2590,1050/ТУ14-1-5228-93;Круг;5.8;
8.14;314.922;19903.10;62200;62100;62000;СТАРЫЙ ОСКОЛ;Круг Ст20;95мм;;ГОСТ2590,1050/ТУ14-1-5228-93;Круг;5.66;
1.64;336.622;22116.07;64200;64100;64000;САРАТОВ;Круг Ст20;95мм;;ГОСТ2590,1050/ТУ14-1-5228-93;Круг;6.05;
1.09;333.840;22434.05;65200;65100;65000;РОСТОВ;Круг Ст20;95мм;;ГОСТ2590,1050/ТУ14-1-5228-93;Круг;6;
2.98;336.066;22079.51;64200;64100;64000;ПИТЕР_ФОРНОСОВО;Круг Ст20;95мм;;ГОСТ2590,1050/ТУ14-1-5228-93;Круг;6.04;
4.33;336.911;22303.52;64700;64600;64500;ПЕНЗА;Круг Ст20;95мм;;ГОСТ2590,1050/ТУ14-1-5228-93;Круг;6.04;
10.53;338.848;21584.59;62200;62100;62000;ЛОБНЯ;Круг Ст20;95мм;;ГОСТ2590,1050/ТУ14-1-5228-93;Круг;6.09;
0.76;762.010;126181.17;164890;163890;163890;КАЗАНЬ;Круг ст30ХГСА;320мм;;ТУ 14-1-2118-98,4543-2016 3ГП;Круг;1.21;
5.25;2719.610;453875.71;166890;165890;165890;РОСТОВ;Круг ст30ХГСА;320мм;;ТУ 14-1-2118-98,4543-2016 3ГП;Круг;4.31;
3.20;1299.860;206534.76;158890;157890;157890;УГЛИ;Круг ст30ХГСА;320мм;;ТУ 14-1-2118-98,4543-2016 3ГП;Круг;2.06;
1.91;333.003;21545.31;64200;64100;64000;КИРОВ;Круг Ст20;95мм;;ГОСТ2590,1050/ТУ14-1-5228-93;Круг;6.04;
4.48;2682.685;358406.72;133600;133500;133400;ВОРОНЕЖ;Круг Ст35;320мм.;;ТУ14-1-2118-98 ГОСТ1050-88 3ГП;Круг;4.25;
1.31;1320.001;174372.17;132100;132000;131900;КАЗАНЬ;Круг Ст35;320мм.;;ТУ14-1-2118-98 ГОСТ1050-88 3ГП;Круг;2.08;
6.23;2745.807;362721.10;132100;132000;131900;ЛОБНЯ;Круг Ст35;320мм.;;ТУ14-1-2118-98 ГОСТ1050-88 3ГП;Круг;4.35;
5.38;2651.124;355515.73;134100;134000;133900;РОСТОВ;Круг Ст35;320мм.;;ТУ14-1-2118-98 ГОСТ1050-88 3ГП;Круг;4.2;
3.05;1697.982;228548.35;134600;134500;134400;ТИТАРОВКА;Круг Ст35;320мм.;;ТУ14-1-2118-98 ГОСТ1050-88 3ГП;Круг;2.69;
11.64;2745.807;362721.10;132100;132000;131900;УГЛИ;Круг Ст35;320мм.;;ТУ14-1-2118-98 ГОСТ1050-88 3ГП;Круг;4.35;
2.67;336.622;22116.07;64200;64100;64000;КАЗАНЬ;Круг Ст20;95мм;;ГОСТ2590,1050/ТУ14-1-5228-93;Круг;6.05;
0.12;33.522;2235.92;62200;62100;62000;ВОРОНЕЖ;Круг Ст45;30мм;2ГП;ГОСТ2590-2006,1050-2013;Круг;6.04;
10.78;33.466;2215.48;63200;63100;63000;ИЖЕВСК;Круг Ст45;30мм;2ГП;ГОСТ2590-2006,1050-2013;Круг;6.03;
11.62;33.703;2298.56;63200;63100;63000;КАЗАНЬ;Круг Ст45;30мм;2ГП;ГОСТ2590-2006,1050-2013;Круг;6.04;
2.52;33.300;2254.41;63200;63100;63000;КАЛУГА;Круг Ст45;30мм;2ГП;ГОСТ2590-2006,1050-2013;Круг;6;
5.75;33.087;2124.16;62700;62600;62500;КИРОВ;Круг Ст45;30мм;2ГП;ГОСТ2590-2006,1050-2013;Круг;6.03;
0.86;33.300;2237.76;63200;63100;63000;КУРСК;Круг Ст45;30мм;2ГП;ГОСТ2590-2006,1050-2013;Круг;6;
0.84;33.411;2211.81;61700;61600;61500;ЛИПЕЦК;Круг Ст45;30мм;2ГП;ГОСТ2590-2006,1050-2013;Круг;6.02;
8.54;33.577;2172.46;60200;60100;60000;ЛОБНЯ;Круг Ст45;30мм;2ГП;ГОСТ2590-2006,1050-2013;Круг;6.05;
0.62;33.300;2254.41;63200;63100;63000;НИЖНИЙ;Круг Ст45;30мм;2ГП;ГОСТ2590-2006,1050-2013;Круг;6;
2.89;33.634;2243.37;62200;62100;62000;ОРЕЛ;Круг Ст45;30мм;2ГП;ГОСТ2590-2006,1050-2013;Круг;6.02;
2.18;33.522;2269.44;63200;63100;63000;ПЕНЗА;Круг Ст45;30мм;2ГП;ГОСТ2590-2006,1050-2013;Круг;6.04;
4.05;33.466;2232.22;62200;62100;62000;ПИТЕР_ФОРНОСОВО;Круг Ст45;30мм;2ГП;ГОСТ2590-2006,1050-2013;Круг;6.03;
1.01;33.400;2361.37;66200;66100;66000;ПЯТИГОРСК;Круг Ст45;30мм;2ГП;ГОСТ2590-2006,1050-2013;Круг;5.9;
18.02;33.300;2370.96;64200;64100;64000;РОСТОВ;Круг Ст45;30мм;2ГП;ГОСТ2590-2006,1050-2013;Круг;6;
3.02;33.300;2254.41;63200;63100;63000;РЯЗАНЬ;Круг Ст45;30мм;2ГП;ГОСТ2590-2006,1050-2013;Круг;6;
10.27;33.522;2252.68;62700;62600;62500;САМАРА;Круг Ст45;30мм;2ГП;ГОСТ2590-2006,1050-2013;Круг;6.04;
0.92;34.303;2356.65;64200;64100;64000;САРАНСК;Круг Ст45;30мм;2ГП;ГОСТ2590-2006,1050-2013;Круг;6.05;
8.84;33.466;2265.68;63200;63100;63000;САРАТОВ;Круг Ст45;30мм;2ГП;ГОСТ2590-2006,1050-2013;Круг;6.03;
0.65;34.500;2439.19;66200;66100;66000;СТАВРОПОЛЬ;Круг Ст45;30мм;2ГП;ГОСТ2590-2006,1050-2013;Круг;6.04;
14.45;33.411;2111.58;60200;60100;60000;СТАРЫЙ ОСКОЛ;Круг Ст45;30мм;2ГП;ГОСТ2590-2006,1050-2013;Круг;6.02;
1.81;33.411;2295.34;64200;64100;64000;ТИТАРОВКА;Круг Ст45;30мм;2ГП;ГОСТ2590-2006,1050-2013;Круг;6.02;
11.20;33.300;2087.91;62700;62600;62500;ТОЛЬЯТТИ;Круг Ст45;30мм;2ГП;ГОСТ2590-2006,1050-2013;Круг;6;
5.46;33.577;2239.62;62200;62100;62000;ТУЛА_ПЛЕХАНОВО;Круг Ст45;30мм;2ГП;ГОСТ2590-2006,1050-2013;Круг;6.05;
7.57;33.577;2189.25;60200;60100;60000;УГЛИ;Круг Ст45;30мм;2ГП;ГОСТ2590-2006,1050-2013;Круг;6.05;
5.15;33.300;2254.41;63200;63100;63000;УЛЬЯНОВСК;Круг Ст45;30мм;2ГП;ГОСТ2590-2006,1050-2013;Круг;6;
6.34;33.647;2261.11;63200;63100;63000;ЧЕБОКСАРЫ;Круг Ст45;30мм;2ГП;ГОСТ2590-2006,1050-2013;Круг;6.03;
11.81;33.411;2178.40;62200;62100;62000;ЧЕЛНЫ;Круг Ст45;30мм;2ГП;ГОСТ2590-2006,1050-2013;Круг;6.02;
0.07;33.466;2248.95;63200;63100;63000;ЧЕРЕПОВЕЦ;Круг Ст45;30мм;2ГП;ГОСТ2590-2006,1050-2013;Круг;6.03;
3.65;33.466;2215.48;62200;62100;62000;ЯРОСЛАВЛЬ;Круг Ст45;30мм;2ГП;ГОСТ2590-2006,1050-2013;Круг;6.03;
8.59;335.509;22378.46;65200;65100;65000;КАЗАНЬ;Круг Ст40Х;95мм;;ГОСТ2590,4543/ТУ14-1-5228-93;Круг;6.03;
15.14;335.509;22210.71;65200;65100;65000;ИЖЕВСК;Круг Ст40Х;95мм;;ГОСТ2590,4543/ТУ14-1-5228-93;Круг;6.03;
18.50;33.300;2287.71;65700;65600;65500;ЧЕЛНЫ;Круг Ст40Х;30мм.;;ГОСТ2590,4543-2016;Круг;6;
6.22;33.466;2315.88;65200;65100;65000;ЯРОСЛАВЛЬ;Круг Ст40Х;30мм.;;ГОСТ2590,4543-2016;Круг;6.03;
7.70;335.509;22277.81;65200;65100;65000;ЯРОСЛАВЛЬ;Круг Ст40Х;95мм;;ГОСТ2590,4543/ТУ14-1-5228-93;Круг;6.03;
0.99;335.509;22613.32;66200;66100;66000;ЧЕРЕПОВЕЦ;Круг Ст40Х;95мм;;ГОСТ2590,4543/ТУ14-1-5228-93;Круг;6.03;
9.92;336.066;21911.48;64200;64100;64000;ЧЕЛНЫ;Круг Ст40Х;95мм;;ГОСТ2590,4543/ТУ14-1-5228-93;Круг;6.04;
